CustomerID,Recency,Frequency,MonetaryValue,Recency_score,Frequency_score,Monetary_score,rfm_segment,Cluster
95,1,35,434520.4,1,1,3,Top Lost Customer,0
96,1,303,3217563.0,1,4,4,Top Lost Customer,7
99,1,16,149398.2,1,1,1,Lost Customer,0
100,1,150,628582.6,1,3,3,Top Lost Customer,5
102,1,65,290623.2,1,2,2,Lost Customer,4
104,1,169,177815.7,1,3,2,Lost Customer,5
106,1,64,482890.10000000003,1,2,3,Top Lost Customer,4
107,1,187,424057.2,1,4,3,Top Lost Customer,5
108,1,40,289824.6,1,1,2,Lost Customer,0
112,1,182,439442.5,1,4,3,Top Lost Customer,5
115,1,175,578795.3,1,4,3,Top Lost Customer,5
117,1,135,253069.7,1,3,2,Lost Customer,5
119,1,176,1425771.6,1,4,4,Top Lost Customer,1
120,1,36,448497.7,1,1,3,Top Lost Customer,0
123,1,152,309149.1,1,3,2,Lost Customer,5
126,1,136,1316662.4,1,3,4,Top Lost Customer,1
127,1,103,143386.1,1,2,1,Lost Customer,4
128,1,205,431457.1,1,4,3,Top Lost Customer,5
131,1,29,132119.6,1,1,1,Lost Customer,0
135,1,144,323100.2,1,3,2,Lost Customer,5
138,14,4,19800.0,1,1,1,Lost Customer,2
142,1,164,300104.0,1,3,2,Lost Customer,5
146,1,128,328088.0,1,3,2,Lost Customer,5
148,1,189,191222.2,1,4,2,Lost Customer,5
150,1,42,51614.2,1,1,1,Lost Customer,0
151,1,182,352852.2,1,4,2,Lost Customer,5
153,1,141,802534.7,1,3,3,Top Lost Customer,1
154,1,98,524404.6,1,2,3,Top Lost Customer,4
155,1,6,24289.1,1,1,1,Lost Customer,0
158,1,40,442880.3,1,1,3,Top Lost Customer,0
160,1,180,716970.4,1,4,3,Top Lost Customer,5
161,1,91,146690.8,1,2,1,Lost Customer,4
162,1,117,272732.9,1,2,2,Lost Customer,4
163,1,207,455208.0,1,4,3,Top Lost Customer,5
165,1,168,403304.0,1,3,3,Top Lost Customer,5
168,1,147,181920.0,1,3,2,Lost Customer,5
169,1,10,67305.6,1,1,1,Lost Customer,0
172,1,161,1339776.2,1,3,4,Top Lost Customer,1
173,1,216,981186.5,1,4,3,Top Lost Customer,6
180,1,125,1252477.2,1,3,4,Top Lost Customer,1
183,1,145,749906.7,1,3,3,Top Lost Customer,5
186,1,178,2349899.7,1,4,4,Top Lost Customer,3
187,1,149,263598.1,1,3,2,Lost Customer,5
188,1,180,1307899.8,1,4,4,Top Lost Customer,6
190,1,60,359577.4,1,2,2,Lost Customer,4
192,1,162,382296.6,1,3,2,Lost Customer,5
196,1,190,698989.5,1,4,3,Top Lost Customer,5
197,1,179,1584316.3,1,4,4,Top Lost Customer,3
198,1,125,206229.5,1,3,2,Lost Customer,5
200,1,75,310904.8,1,2,2,Lost Customer,4
201,1,69,472503.1,1,2,3,Top Lost Customer,4
206,1,37,89229.3,1,1,1,Lost Customer,0
207,1,208,363626.4,1,4,2,Lost Customer,5
212,1,208,3750221.3,1,4,4,Top Lost Customer,7
213,1,13,169075.7,1,1,2,Lost Customer,0
216,1,105,221087.7,1,2,2,Lost Customer,4
217,1,51,252112.8,1,2,2,Lost Customer,0
219,1,10,75138.6,1,1,1,Lost Customer,0
220,1,159,329708.3,1,3,2,Lost Customer,5
222,1,173,2454062.9,1,4,4,Top Lost Customer,3
223,1,14,170567.5,1,1,2,Lost Customer,0
225,1,188,410708.3,1,4,3,Top Lost Customer,5
227,1,45,842203.1,1,2,3,Top Lost Customer,4
228,1,165,1250343.1,1,3,4,Top Lost Customer,1
231,1,29,39711.3,1,1,1,Lost Customer,0
234,1,145,327020.6,1,3,2,Lost Customer,5
235,1,140,158196.4,1,3,1,Lost Customer,5
237,1,107,112555.7,1,2,1,Lost Customer,4
238,1,128,170691.4,1,3,2,Lost Customer,5
239,1,254,2247188.8,1,4,4,Top Lost Customer,3
243,1,144,1825082.4,1,3,4,Top Lost Customer,3
244,1,256,313313.1,1,4,2,Lost Customer,5
245,1,119,1166908.5,1,2,4,Top Lost Customer,1
248,1,38,459962.6,1,1,3,Top Lost Customer,0
253,1,3,34680.1,1,1,1,Lost Customer,0
256,1,27,235259.6,1,1,2,Lost Customer,0
257,1,8,152238.0,1,1,1,Lost Customer,0
259,1,149,318104.3,1,3,2,Lost Customer,5
260,1,7,26299.8,1,1,1,Lost Customer,0
266,1,114,2109702.1,1,2,4,Top Lost Customer,3
267,1,27,59505.9,1,1,1,Lost Customer,0
270,1,52,524175.2,1,2,3,Top Lost Customer,4
273,1,205,844619.8,1,4,3,Top Lost Customer,6
274,1,155,1200857.8,1,3,4,Top Lost Customer,1
277,1,76,574434.3,1,2,3,Top Lost Customer,4
279,1,176,180472.6,1,4,2,Lost Customer,5
280,1,230,933281.0,1,4,3,Top Lost Customer,6
285,1,32,286863.6,1,1,2,Lost Customer,0
287,1,140,221467.1,1,3,2,Lost Customer,5
288,1,35,75836.1,1,1,1,Lost Customer,0
289,1,128,759078.7,1,3,3,Top Lost Customer,1
290,1,199,2143246.0,1,4,4,Top Lost Customer,3
299,1,175,2721119.6,1,4,4,Top Lost Customer,7
300,1,163,394146.8,1,3,3,Top Lost Customer,5
301,25,4,9075.0,2,1,1,Customer Needed Attention,8
306,1,166,422478.6,1,3,3,Top Lost Customer,5
308,17,3,20800.0,2,1,1,Customer Needed Attention,2
317,1,175,385270.0,1,4,2,Lost Customer,5
318,1,75,174569.1,1,2,2,Lost Customer,4
319,1,11,127306.8,1,1,1,Lost Customer,0
321,1,115,238334.7,1,2,2,Lost Customer,4
322,1,188,1200676.3,1,4,4,Top Lost Customer,6
327,1,207,1046041.6,1,4,4,Top Lost Customer,6
331,1,7,21230.7,1,1,1,Lost Customer,0
334,1,202,1204253.7,1,4,4,Top Lost Customer,6
336,1,7,60737.7,1,1,1,Lost Customer,0
337,1,7,157856.6,1,1,1,Lost Customer,0
338,1,4,11800.2,1,1,1,Lost Customer,0
340,1,158,287942.5,1,3,2,Lost Customer,5
343,1,106,180059.0,1,2,2,Lost Customer,4
344,1,155,742498.9,1,3,3,Top Lost Customer,5
345,1,138,880963.3,1,3,3,Top Lost Customer,1
346,1,199,1493512.6,1,4,4,Top Lost Customer,6
347,1,140,1414410.0,1,3,4,Top Lost Customer,1
348,1,4,28694.4,1,1,1,Lost Customer,0
352,1,84,142098.3,1,2,1,Lost Customer,4
353,26,5,27704.0,2,1,1,Customer Needed Attention,8
354,1,144,644256.6,1,3,3,Top Lost Customer,5
358,1,190,185331.8,1,4,2,Lost Customer,5
359,1,45,111911.5,1,2,1,Lost Customer,0
361,1,218,1718239.6,1,4,4,Top Lost Customer,3
362,1,243,731460.5,1,4,3,Top Lost Customer,6
363,1,102,1385801.9,1,2,4,Top Lost Customer,1
365,1,178,932822.3,1,4,3,Top Lost Customer,6
368,1,244,557393.3,1,4,3,Top Lost Customer,6
370,1,120,115588.7,1,2,1,Lost Customer,4
372,1,12,135875.2,1,1,1,Lost Customer,0
374,1,175,1751643.0,1,4,4,Top Lost Customer,3
376,1,45,506258.0,1,2,3,Top Lost Customer,4
377,1,94,1458278.1,1,2,4,Top Lost Customer,1
381,1,145,535007.5,1,3,3,Top Lost Customer,5
385,1,211,210317.6,1,4,2,Lost Customer,5
388,1,46,221838.6,1,2,2,Lost Customer,0
389,1,175,416617.7,1,4,3,Top Lost Customer,5
391,1,149,298227.3,1,3,2,Lost Customer,5
393,1,57,559247.0,1,2,3,Top Lost Customer,4
395,1,206,1561636.5,1,4,4,Top Lost Customer,6
396,1,271,1648835.4,1,4,4,Top Lost Customer,6
397,1,135,1732741.2,1,3,4,Top Lost Customer,1
400,1,156,861156.3,1,3,3,Top Lost Customer,1
401,1,224,971829.3,1,4,3,Top Lost Customer,6
403,1,137,291354.4,1,3,2,Lost Customer,5
404,1,37,545544.7,1,1,3,Top Lost Customer,0
408,1,166,817898.9,1,3,3,Top Lost Customer,5
411,1,195,1375697.2,1,4,4,Top Lost Customer,6
415,1,188,982269.6,1,4,3,Top Lost Customer,6
418,1,13,153275.5,1,1,1,Lost Customer,0
419,1,120,280037.2,1,2,2,Lost Customer,4
420,1,13,80774.2,1,1,1,Lost Customer,0
422,1,70,842915.1,1,2,3,Top Lost Customer,4
423,1,150,179085.8,1,3,2,Lost Customer,5
425,1,245,497577.7,1,4,3,Top Lost Customer,6
426,1,187,1361441.6,1,4,4,Top Lost Customer,6
427,1,95,820237.9,1,2,3,Top Lost Customer,4
428,1,172,429111.1,1,4,3,Top Lost Customer,5
429,1,12,107201.7,1,1,1,Lost Customer,0
430,1,6,26303.5,1,1,1,Lost Customer,0
432,1,148,473143.4,1,3,3,Top Lost Customer,5
433,1,72,266846.7,1,2,2,Lost Customer,4
435,1,159,329754.1,1,3,2,Lost Customer,5
437,1,158,1131382.0,1,3,4,Top Lost Customer,1
441,1,162,2284921.7,1,3,4,Top Lost Customer,3
443,1,210,197099.0,1,4,2,Lost Customer,5
445,1,173,1181580.7,1,4,4,Top Lost Customer,1
446,1,175,1513947.9,1,4,4,Top Lost Customer,1
449,1,57,100703.4,1,2,1,Lost Customer,0
451,1,33,55000.4,1,1,1,Lost Customer,0
452,1,5,67217.3,1,1,1,Lost Customer,0
454,1,33,128061.6,1,1,1,Lost Customer,0
455,1,34,205020.6,1,1,2,Lost Customer,0
456,1,191,3581988.3,1,4,4,Top Lost Customer,7
458,1,24,184872.2,1,1,2,Lost Customer,0
459,25,36,64700.0,2,1,1,Customer Needed Attention,8
460,1,91,225724.7,1,2,2,Lost Customer,4
461,1,187,404184.7,1,4,3,Top Lost Customer,5
462,1,138,1109330.2,1,3,4,Top Lost Customer,1
463,1,32,342269.5,1,1,2,Lost Customer,0
465,1,189,1059684.0,1,4,4,Top Lost Customer,6
467,1,167,617394.8,1,3,3,Top Lost Customer,5
470,1,147,380068.8,1,3,2,Lost Customer,5
471,1,36,133160.9,1,1,1,Lost Customer,0
474,1,3,4362.1,1,1,1,Lost Customer,0
477,1,259,1204975.9,1,4,4,Top Lost Customer,6
478,1,85,809935.5,1,2,3,Top Lost Customer,4
479,27,2,4197.0,2,1,1,Customer Needed Attention,8
484,1,74,219261.0,1,2,2,Lost Customer,4
485,1,266,2035862.1,1,4,4,Top Lost Customer,3
486,1,4,14221.0,1,1,1,Lost Customer,0
487,1,7,69195.2,1,1,1,Lost Customer,0
489,1,174,1076516.1,1,4,4,Top Lost Customer,1
490,1,18,28578.7,1,1,1,Lost Customer,0
492,1,126,334817.1,1,3,2,Lost Customer,5
493,1,99,750684.1,1,2,3,Top Lost Customer,4
494,1,252,2741901.6,1,4,4,Top Lost Customer,7
496,1,191,464504.2,1,4,3,Top Lost Customer,5
497,1,183,1471131.8,1,4,4,Top Lost Customer,6
498,1,116,1073296.6,1,2,4,Top Lost Customer,1
501,1,12,146211.9,1,1,1,Lost Customer,0
504,1,142,203289.0,1,3,2,Lost Customer,5
510,1,228,1711825.1,1,4,4,Top Lost Customer,6
515,1,40,74901.0,1,1,1,Lost Customer,0
517,1,143,1383166.9,1,3,4,Top Lost Customer,1
518,1,70,149574.8,1,2,1,Lost Customer,4
519,1,118,326559.2,1,2,2,Lost Customer,4
520,1,109,164934.4,1,2,2,Lost Customer,4
521,1,19,377546.7,1,1,2,Lost Customer,0
522,12,1,400.0,1,1,1,Lost Customer,2
523,1,136,695113.9,1,3,3,Top Lost Customer,5
524,1,114,829703.6,1,2,3,Top Lost Customer,1
531,25,5,13864.0,2,1,1,Customer Needed Attention,8
532,1,9,67251.8,1,1,1,Lost Customer,0
533,1,36,132260.4,1,1,1,Lost Customer,0
535,1,130,835015.1,1,3,3,Top Lost Customer,1
538,1,83,142157.6,1,2,1,Lost Customer,4
539,1,132,1425277.9,1,3,4,Top Lost Customer,1
540,1,166,490144.0,1,3,3,Top Lost Customer,5
541,1,207,1200089.0,1,4,4,Top Lost Customer,6
542,1,110,201877.5,1,2,2,Lost Customer,4
543,1,138,173436.5,1,3,2,Lost Customer,5
544,1,30,333982.3,1,1,2,Lost Customer,0
545,1,130,611621.7,1,3,3,Top Lost Customer,5
548,1,114,227903.4,1,2,2,Lost Customer,4
551,1,144,408008.3,1,3,3,Top Lost Customer,5
552,1,145,277353.9,1,3,2,Lost Customer,5
553,1,39,86710.5,1,1,1,Lost Customer,0
555,1,229,1525827.5,1,4,4,Top Lost Customer,6
557,19,2,3675.0,2,1,1,Customer Needed Attention,2
559,1,178,373703.6,1,4,2,Lost Customer,5
560,1,13,73422.7,1,1,1,Lost Customer,0
562,1,208,560932.6,1,4,3,Top Lost Customer,5
563,1,153,591005.3,1,3,3,Top Lost Customer,5
565,21,2,5964.0,2,1,1,Customer Needed Attention,2
568,1,34,219057.0,1,1,2,Lost Customer,0
572,1,146,881937.8,1,3,3,Top Lost Customer,1
574,1,152,2516541.0,1,3,4,Top Lost Customer,3
575,1,123,404854.8,1,3,3,Top Lost Customer,4
576,1,167,421486.0,1,3,3,Top Lost Customer,5
577,1,75,376786.3,1,2,2,Lost Customer,4
582,1,73,133201.1,1,2,1,Lost Customer,4
586,1,42,124797.2,1,1,1,Lost Customer,0
588,1,243,584319.6,1,4,3,Top Lost Customer,6
594,1,51,65775.6,1,2,1,Lost Customer,0
596,1,59,467825.4,1,2,3,Top Lost Customer,4
597,1,135,1024271.0,1,3,4,Top Lost Customer,1
601,1,135,173389.0,1,3,2,Lost Customer,5
602,1,7,22244.9,1,1,1,Lost Customer,0
604,1,115,456044.4,1,2,3,Top Lost Customer,4
607,1,30,44207.7,1,1,1,Lost Customer,0
608,1,28,62071.3,1,1,1,Lost Customer,0
609,1,106,95786.7,1,2,1,Lost Customer,4
610,1,73,857025.8,1,2,3,Top Lost Customer,4
616,1,128,334404.0,1,3,2,Lost Customer,5
619,1,29,445207.3,1,1,3,Top Lost Customer,0
623,1,177,186946.9,1,4,2,Lost Customer,5
624,1,163,2007902.7,1,3,4,Top Lost Customer,3
625,1,15,289333.1,1,1,2,Lost Customer,0
626,1,140,355748.3,1,3,2,Lost Customer,5
627,1,204,1662628.8,1,4,4,Top Lost Customer,3
628,1,124,249695.2,1,3,2,Lost Customer,5
629,1,83,144496.9,1,2,1,Lost Customer,4
630,1,160,243267.0,1,3,2,Lost Customer,5
633,1,3,5750.6,1,1,1,Lost Customer,0
635,1,132,995535.1,1,3,3,Top Lost Customer,1
638,1,28,195905.1,1,1,2,Lost Customer,0
640,1,137,253375.4,1,3,2,Lost Customer,5
648,1,134,935779.3,1,3,3,Top Lost Customer,1
649,1,114,1415685.3,1,2,4,Top Lost Customer,1
650,1,43,130282.6,1,1,1,Lost Customer,0
651,1,149,1065681.0,1,3,4,Top Lost Customer,1
652,1,197,1063899.8,1,4,4,Top Lost Customer,6
654,1,55,145446.6,1,2,1,Lost Customer,0
655,1,277,1660838.1,1,4,4,Top Lost Customer,6
657,1,188,375457.5,1,4,2,Lost Customer,5
662,1,84,203653.7,1,2,2,Lost Customer,4
665,1,12,53346.1,1,1,1,Lost Customer,0
674,1,9,19074.5,1,1,1,Lost Customer,0
675,1,17,84342.0,1,1,1,Lost Customer,0
676,1,10,27697.3,1,1,1,Lost Customer,0
678,1,185,443847.2,1,4,3,Top Lost Customer,5
685,1,18,105860.5,1,1,1,Lost Customer,0
686,1,245,782649.6,1,4,3,Top Lost Customer,6
688,1,136,217714.1,1,3,2,Lost Customer,5
693,1,101,672199.0,1,2,3,Top Lost Customer,4
697,1,187,1573805.1,1,4,4,Top Lost Customer,3
699,1,157,2403488.9,1,3,4,Top Lost Customer,3
700,1,116,206374.4,1,2,2,Lost Customer,4
701,1,157,298767.4,1,3,2,Lost Customer,5
702,1,129,247081.4,1,3,2,Lost Customer,5
704,1,236,1352275.9,1,4,4,Top Lost Customer,6
709,1,95,947025.8,1,2,3,Top Lost Customer,1
710,1,68,133327.5,1,2,1,Lost Customer,4
711,1,96,410802.2,1,2,3,Top Lost Customer,4
716,1,64,617898.4,1,2,3,Top Lost Customer,4
717,1,176,1384335.2,1,4,4,Top Lost Customer,1
719,1,131,179408.5,1,3,2,Lost Customer,5
720,1,18,62283.3,1,1,1,Lost Customer,0
721,1,124,163224.0,1,3,2,Lost Customer,5
726,1,116,288603.3,1,2,2,Lost Customer,4
728,1,4,16518.9,1,1,1,Lost Customer,0
730,1,166,2528318.8,1,3,4,Top Lost Customer,3
731,1,19,31945.3,1,1,1,Lost Customer,0
733,1,45,714203.4,1,2,3,Top Lost Customer,4
737,1,111,211593.8,1,2,2,Lost Customer,4
738,1,222,1481991.3,1,4,4,Top Lost Customer,6
740,1,37,46049.5,1,1,1,Lost Customer,0
741,1,101,338359.3,1,2,2,Lost Customer,4
742,1,102,176978.1,1,2,2,Lost Customer,4
743,1,116,211851.2,1,2,2,Lost Customer,4
744,1,173,370798.6,1,4,2,Lost Customer,5
746,1,20,51682.4,1,1,1,Lost Customer,0
747,1,163,339022.2,1,3,2,Lost Customer,5
748,1,181,727223.2,1,4,3,Top Lost Customer,5
750,1,152,975362.7,1,3,3,Top Lost Customer,1
751,1,145,249704.3,1,3,2,Lost Customer,5
754,1,21,51981.0,1,1,1,Lost Customer,0
756,23,12,36100.0,2,1,1,Customer Needed Attention,8
757,1,175,478960.8,1,4,3,Top Lost Customer,5
759,1,167,216478.1,1,3,2,Lost Customer,5
761,1,24,50116.0,1,1,1,Lost Customer,0
762,19,3,12868.0,2,1,1,Customer Needed Attention,2
763,1,47,231032.2,1,2,2,Lost Customer,0
764,1,169,429255.2,1,3,3,Top Lost Customer,5
767,1,58,344902.0,1,2,2,Lost Customer,4
772,1,262,1753608.3,1,4,4,Top Lost Customer,6
773,1,199,858727.4,1,4,3,Top Lost Customer,6
774,1,193,510317.8,1,4,3,Top Lost Customer,5
775,1,68,487824.0,1,2,3,Top Lost Customer,4
781,1,34,47510.6,1,1,1,Lost Customer,0
784,1,154,971948.2,1,3,3,Top Lost Customer,1
786,1,13,105622.2,1,1,1,Lost Customer,0
787,1,157,404464.5,1,3,3,Top Lost Customer,5
789,1,62,146575.6,1,2,1,Lost Customer,4
790,1,166,1276386.3,1,3,4,Top Lost Customer,1
791,18,1,700.0,2,1,1,Customer Needed Attention,2
793,1,240,230602.8,1,4,2,Lost Customer,5
795,1,48,115607.6,1,2,1,Lost Customer,0
799,1,32,61157.3,1,1,1,Lost Customer,0
802,1,45,102790.3,1,2,1,Lost Customer,0
803,1,10,95866.2,1,1,1,Lost Customer,0
807,1,26,237394.6,1,1,2,Lost Customer,0
808,1,32,185659.6,1,1,2,Lost Customer,0
809,12,1,900.0,1,1,1,Lost Customer,2
810,1,5,9828.6,1,1,1,Lost Customer,0
813,1,195,960569.3,1,4,3,Top Lost Customer,6
815,1,126,147007.1,1,3,1,Lost Customer,5
816,1,197,2005208.4,1,4,4,Top Lost Customer,3
817,1,122,973433.4,1,3,3,Top Lost Customer,1
819,1,32,310770.9,1,1,2,Lost Customer,0
820,1,6,33579.3,1,1,1,Lost Customer,0
830,1,152,1197015.2,1,3,4,Top Lost Customer,1
837,1,146,1237493.7,1,3,4,Top Lost Customer,1
838,20,27,67000.0,2,1,1,Customer Needed Attention,2
839,1,51,547487.7,1,2,3,Top Lost Customer,4
841,1,132,283057.3,1,3,2,Lost Customer,5
842,1,33,69820.2,1,1,1,Lost Customer,0
844,1,132,2040066.3,1,3,4,Top Lost Customer,3
851,1,109,1357067.9,1,2,4,Top Lost Customer,1
854,1,209,617138.0,1,4,3,Top Lost Customer,5
855,1,110,622164.5,1,2,3,Top Lost Customer,4
857,1,118,234618.6,1,2,2,Lost Customer,4
860,1,187,944132.8,1,4,3,Top Lost Customer,6
861,1,181,1081245.4,1,4,4,Top Lost Customer,6
862,1,215,3355920.1,1,4,4,Top Lost Customer,7
863,1,216,2526612.2,1,4,4,Top Lost Customer,7
866,1,300,986112.4,1,4,3,Top Lost Customer,6
870,1,40,128489.1,1,1,1,Lost Customer,0
875,1,24,71561.1,1,1,1,Lost Customer,0
882,1,197,865243.9,1,4,3,Top Lost Customer,6
883,1,162,829561.4,1,3,3,Top Lost Customer,1
884,1,111,151905.8,1,2,1,Lost Customer,4
885,1,191,1336232.4,1,4,4,Top Lost Customer,6
886,1,169,1171483.7,1,3,4,Top Lost Customer,1
887,1,137,277615.6,1,3,2,Lost Customer,5
890,1,191,562141.7,1,4,3,Top Lost Customer,5
892,1,189,385217.4,1,4,2,Lost Customer,5
893,1,31,331500.60000000003,1,1,2,Lost Customer,0
894,1,9,28213.1,1,1,1,Lost Customer,0
896,1,24,118096.8,1,1,1,Lost Customer,0
897,1,208,2133192.5,1,4,4,Top Lost Customer,3
899,1,140,1048952.5,1,3,4,Top Lost Customer,1
900,1,111,403998.8,1,2,3,Top Lost Customer,4
901,1,80,142666.0,1,2,1,Lost Customer,4
902,1,219,543836.1,1,4,3,Top Lost Customer,5
903,1,134,219757.1,1,3,2,Lost Customer,5
904,1,95,797059.1,1,2,3,Top Lost Customer,4
907,1,161,241058.2,1,3,2,Lost Customer,5
908,1,97,219795.6,1,2,2,Lost Customer,4
914,1,111,163337.3,1,2,2,Lost Customer,4
915,1,63,898944.6,1,2,3,Top Lost Customer,4
917,1,9,37115.1,1,1,1,Lost Customer,0
922,1,42,77439.5,1,1,1,Lost Customer,0
924,1,3,3730.0,1,1,1,Lost Customer,0
925,1,177,1363301.8,1,4,4,Top Lost Customer,1
928,1,185,544175.4,1,4,3,Top Lost Customer,5
929,1,170,592177.1,1,4,3,Top Lost Customer,5
930,1,166,879606.1,1,3,3,Top Lost Customer,1
931,1,195,325846.3,1,4,2,Lost Customer,5
933,21,2,7383.0,2,1,1,Customer Needed Attention,2
937,22,5,18640.0,2,1,1,Customer Needed Attention,8
939,1,60,79728.0,1,2,1,Lost Customer,0
940,1,68,1024983.2,1,2,4,Top Lost Customer,4
941,1,99,274826.0,1,2,2,Lost Customer,4
942,1,175,270475.8,1,4,2,Lost Customer,5
943,1,167,212712.6,1,3,2,Lost Customer,5
944,1,193,1225193.7,1,4,4,Top Lost Customer,6
947,1,190,336647.7,1,4,2,Lost Customer,5
950,1,150,1148666.1,1,3,4,Top Lost Customer,1
953,1,17,36741.1,1,1,1,Lost Customer,0
956,1,124,288492.1,1,3,2,Lost Customer,5
957,10,1,500.0,1,1,1,Lost Customer,2
960,1,88,1213549.0,1,2,4,Top Lost Customer,1
964,1,82,214813.2,1,2,2,Lost Customer,4
965,1,156,312602.0,1,3,2,Lost Customer,5
968,1,4,19596.2,1,1,1,Lost Customer,0
969,1,135,368651.1,1,3,2,Lost Customer,5
973,1,55,130609.2,1,2,1,Lost Customer,0
974,1,98,1143656.7,1,2,4,Top Lost Customer,1
977,1,181,975856.9,1,4,3,Top Lost Customer,6
978,1,133,334822.3,1,3,2,Lost Customer,5
979,1,193,1285076.9,1,4,4,Top Lost Customer,6
981,1,45,420683.6,1,2,3,Top Lost Customer,0
982,1,286,433218.4,1,4,3,Top Lost Customer,6
985,1,80,113241.3,1,2,1,Lost Customer,4
988,1,59,164810.9,1,2,2,Lost Customer,0
989,1,113,201302.1,1,2,2,Lost Customer,4
990,1,9,73455.7,1,1,1,Lost Customer,0
991,1,174,1342395.2,1,4,4,Top Lost Customer,1
992,1,10,51030.4,1,1,1,Lost Customer,0
994,1,21,126513.0,1,1,1,Lost Customer,0
995,18,5,14780.0,2,1,1,Customer Needed Attention,2
998,1,141,1370702.2,1,3,4,Top Lost Customer,1
1000,1,275,2348222.3,1,4,4,Top Lost Customer,7
1005,1,192,2541707.2,1,4,4,Top Lost Customer,3
1006,1,284,303233.4,1,4,2,Lost Customer,6
1009,1,19,438690.3,1,1,3,Top Lost Customer,0
1010,1,31,276601.7,1,1,2,Lost Customer,0
1011,1,68,508865.1,1,2,3,Top Lost Customer,4
1012,1,131,1055412.5,1,3,4,Top Lost Customer,1
1016,1,171,1214369.8,1,4,4,Top Lost Customer,1
1017,1,97,687036.3,1,2,3,Top Lost Customer,4
1018,1,203,294004.2,1,4,2,Lost Customer,5
1019,1,261,1480331.4,1,4,4,Top Lost Customer,6
1022,1,56,454873.8,1,2,3,Top Lost Customer,4
1023,1,122,1096496.7,1,3,4,Top Lost Customer,1
1030,22,2,7464.0,2,1,1,Customer Needed Attention,8
1031,1,28,195622.5,1,1,2,Lost Customer,0
1032,1,178,3464036.6,1,4,4,Top Lost Customer,7
1038,1,28,37974.8,1,1,1,Lost Customer,0
1039,1,177,2511023.1,1,4,4,Top Lost Customer,3
1042,1,94,527421.7,1,2,3,Top Lost Customer,4
1044,1,4,24156.1,1,1,1,Lost Customer,0
1046,1,35,183245.6,1,1,2,Lost Customer,0
1047,1,97,277221.0,1,2,2,Lost Customer,4
1048,1,159,367320.1,1,3,2,Lost Customer,5
1050,1,194,1825577.0,1,4,4,Top Lost Customer,3
1051,1,120,717890.2,1,2,3,Top Lost Customer,4
1052,1,123,412619.0,1,3,3,Top Lost Customer,4
1053,1,115,415805.6,1,2,3,Top Lost Customer,4
1054,1,190,727662.9,1,4,3,Top Lost Customer,5
1057,1,130,250024.3,1,3,2,Lost Customer,5
