CustomerID,Recency,Frequency,MonetaryValue,Recency_score,Frequency_score,Monetary_score,rfm_segment,Cluster
12437.0,2,201,4896.66,4,4,4,Champion,0
12438.0,14,98,2906.85,4,3,4,Top Recent Customer,0
12441.0,367,11,173.55,1,1,1,Lost Customer,1
12442.0,3,12,172.06,4,1,1,Recent Customer,0
12444.0,21,177,5005.46,3,4,4,Champion,0
12445.0,22,4,133.4,3,1,1,Loyal Customer,0
12446.0,58,58,1002.3100000000001,2,3,3,Top Customer Needed Attention,8
12447.0,243,26,476.49,1,2,2,Lost Customer,6
12448.0,44,22,449.45,3,2,2,Loyal Customer,8
12449.0,22,191,4067.29,3,4,4,Champion,0
12450.0,156,8,197.88,1,1,1,Lost Customer,6
12451.0,11,355,8933.52,4,4,4,Champion,4
12452.0,17,23,428.57,4,2,2,Recent Customer,0
12453.0,134,43,707.09,2,3,3,Top Customer Needed Attention,6
12454.0,53,30,5.684341886080802e-14,2,2,1,Customer Needed Attention,8
12455.0,73,90,2466.86,2,3,4,Top Customer Needed Attention,8
12456.0,44,129,3153.89,3,4,4,Champion,0
12457.0,58,68,1917.78,2,3,4,Top Customer Needed Attention,8
12458.0,71,38,947.4,2,2,3,Top Customer Needed Attention,8
12461.0,94,35,826.88,2,2,3,Top Customer Needed Attention,8
12462.0,2,72,1124.01,4,3,3,Top Recent Customer,0
12463.0,46,88,1303.63,3,3,3,Top Loyal Customer,0
12464.0,10,29,1212.05,4,2,3,Top Recent Customer,0
12465.0,8,51,733.89,4,3,3,Top Recent Customer,0
12468.0,143,40,724.0400000000001,2,2,3,Top Customer Needed Attention,6
12471.0,2,530,18705.52,4,4,4,Champion,4
12472.0,31,391,6229.48,3,4,4,Champion,4
12473.0,29,178,2837.73,3,4,4,Champion,0
12474.0,17,455,7064.7699999999995,4,4,4,Champion,4
12475.0,54,36,723.38,2,2,3,Top Customer Needed Attention,8
12476.0,1,264,6546.58,4,4,4,Champion,4
12477.0,23,308,13117.01,3,4,4,Champion,4
12478.0,4,36,680.99,4,2,3,Top Recent Customer,0
12479.0,4,35,477.3,4,2,2,Recent Customer,0
12480.0,28,154,3281.63,3,4,4,Champion,0
12481.0,23,217,5574.36,3,4,4,Champion,0
12483.0,17,81,2327.13,4,3,4,Top Recent Customer,0
12484.0,33,347,4480.87,3,4,4,Champion,4
12488.0,10,55,1298.66,4,3,3,Top Recent Customer,0
12489.0,336,15,334.93,1,1,2,Lost Customer,1
12490.0,5,245,5417.93,4,4,4,Champion,4
12491.0,39,26,460.40000000000003,3,2,2,Loyal Customer,0
12492.0,63,20,263.21000000000004,2,2,1,Customer Needed Attention,8
12493.0,166,23,416.79,1,2,2,Lost Customer,6
12494.0,10,84,1139.3500000000001,4,3,3,Top Recent Customer,0
12497.0,82,14,1043.1,2,1,3,Top Customer Needed Attention,8
12498.0,21,23,403.70000000000005,3,2,2,Loyal Customer,0
12500.0,23,65,4206.27,3,3,4,Top Loyal Customer,0
12501.0,315,160,2089.68,1,4,4,Top Lost Customer,1
12502.0,96,147,3723.87,2,4,4,Champion,8
12503.0,338,1,-1126.0,1,1,1,Lost Customer,1
12504.0,18,15,114.0,3,1,1,Loyal Customer,0
12505.0,301,1,-4.5,1,1,1,Lost Customer,1
12506.0,233,23,73.5,1,2,1,Lost Customer,6
12507.0,134,23,1258.06,2,2,3,Top Customer Needed Attention,6
12508.0,26,68,397.88,3,3,2,Loyal Customer,0
12509.0,284,7,176.5,1,1,1,Lost Customer,1
12510.0,143,33,982.5699999999999,2,2,3,Top Customer Needed Attention,6
12512.0,66,31,132.18,2,2,1,Customer Needed Attention,8
12513.0,85,36,586.79,2,2,2,Customer Needed Attention,8
12514.0,267,51,1017.68,1,3,3,Top Lost Customer,1
12515.0,353,16,383.7,1,1,2,Lost Customer,1
12516.0,78,26,1312.06,2,2,3,Top Customer Needed Attention,8
12517.0,28,281,2443.65,3,4,4,Champion,0
12518.0,1,124,2056.89,4,4,4,Champion,0
12519.0,64,17,330.84,2,1,2,Customer Needed Attention,8
12520.0,79,155,2582.51,2,4,4,Champion,8
12521.0,143,38,599.68,2,2,2,Customer Needed Attention,6
12522.0,39,12,192.72,3,1,1,Loyal Customer,0
12523.0,2,110,1745.57,4,4,4,Champion,0
12524.0,9,144,4485.72,4,4,4,Champion,0
12526.0,1,71,1316.66,4,3,3,Top Recent Customer,0
12527.0,82,18,348.71000000000004,2,2,2,Customer Needed Attention,8
12528.0,9,95,1922.28,4,3,4,Top Recent Customer,0
12530.0,60,68,1623.63,2,3,4,Top Customer Needed Attention,8
12531.0,15,17,125.22,4,1,1,Recent Customer,0
12532.0,30,16,349.83000000000004,3,1,2,Loyal Customer,0
12534.0,131,63,1089.18,2,3,3,Top Customer Needed Attention,8
12535.0,92,34,716.35,2,2,3,Top Customer Needed Attention,8
12536.0,8,273,4106.82,4,4,4,Champion,4
12538.0,29,21,363.95,3,2,2,Loyal Customer,0
12539.0,22,274,3852.5,3,4,4,Champion,4
12540.0,20,481,13309.039999999999,3,4,4,Champion,4
12541.0,30,52,981.18,3,3,3,Top Loyal Customer,0
12544.0,30,20,355.7,3,2,2,Loyal Customer,0
12545.0,75,50,1000.39,2,3,3,Top Customer Needed Attention,8
12546.0,47,70,1141.5,3,3,3,Top Loyal Customer,0
12547.0,198,8,207.79999999999998,1,1,1,Lost Customer,6
12548.0,166,5,95.19999999999999,1,1,1,Lost Customer,6
12550.0,79,57,964.83,2,3,3,Top Customer Needed Attention,8
12551.0,358,10,168.0,1,1,1,Lost Customer,1
12552.0,39,20,437.82,3,2,2,Loyal Customer,0
12553.0,8,196,3652.25,4,4,4,Champion,0
12556.0,50,119,599.56,3,4,2,Loyal Customer,0
12557.0,16,33,11990.960000000001,4,2,4,Top Recent Customer,0
12558.0,2,22,1.0658141036401503e-14,4,2,1,Recent Customer,0
12559.0,311,22,536.21,1,2,2,Lost Customer,1
12560.0,5,111,2101.39,4,4,4,Champion,0
12561.0,303,16,238.85,1,1,1,Lost Customer,1
12562.0,8,168,3781.7400000000002,4,4,4,Champion,0
12564.0,261,21,456.9,1,2,2,Lost Customer,1
12565.0,282,10,131.17,1,1,1,Lost Customer,1
12566.0,73,20,346.7,2,2,2,Customer Needed Attention,8
12567.0,23,463,9114.94,3,4,4,Champion,4
12569.0,2,191,4064.9900000000002,4,4,4,Champion,0
12571.0,40,34,519.61,3,2,2,Loyal Customer,0
12572.0,9,62,1004.72,4,3,3,Top Recent Customer,0
12573.0,227,28,160.54000000000002,1,2,1,Lost Customer,6
12574.0,316,11,218.45,1,1,1,Lost Customer,1
12576.0,36,89,1306.98,3,3,3,Top Loyal Customer,0
12577.0,35,147,564.2,3,4,2,Loyal Customer,0
12578.0,21,120,2753.36,3,4,4,Champion,0
12579.0,73,31,410.72,2,2,2,Customer Needed Attention,8
12580.0,247,24,415.7,1,2,2,Lost Customer,1
12581.0,40,15,197.71,3,1,1,Loyal Customer,8
12582.0,239,22,511.36,1,2,2,Lost Customer,6
12583.0,3,251,7187.34,4,4,4,Champion,4
12584.0,4,126,1893.95,4,4,4,Champion,0
12585.0,234,97,1982.81,1,3,4,Top Lost Customer,6
12586.0,17,12,179.94000000000003,4,1,1,Recent Customer,0
12587.0,8,4,144.0,4,1,1,Recent Customer,0
12588.0,39,10,214.89999999999998,3,1,1,Loyal Customer,0
12589.0,29,35,646.68,3,2,3,Top Loyal Customer,0
12590.0,190,70,9861.38,1,3,4,Top Lost Customer,6
12591.0,317,26,452.84999999999997,1,2,2,Lost Customer,1
12592.0,92,18,437.6,2,2,2,Customer Needed Attention,8
12593.0,109,21,418.09999999999997,2,2,2,Customer Needed Attention,8
12594.0,38,119,3320.2200000000003,3,4,4,Champion,0
12596.0,51,27,618.27,2,2,2,Customer Needed Attention,8
12597.0,19,214,3683.13,3,4,4,Champion,0
12598.0,10,133,3002.68,4,4,4,Champion,0
12599.0,29,62,1032.58,3,3,3,Top Loyal Customer,0
12600.0,29,65,2581.04,3,3,4,Top Loyal Customer,0
12601.0,190,29,569.5600000000001,1,2,2,Lost Customer,6
12602.0,59,12,153.12,2,1,1,Customer Needed Attention,8
12603.0,22,3,739.1999999999999,3,1,3,Top Loyal Customer,0
12604.0,79,16,254.18,2,1,1,Customer Needed Attention,8
12605.0,365,3,-7.5,1,1,1,Lost Customer,1
12607.0,58,202,3.552713678800501e-15,2,4,1,Customer Needed Attention,0
12609.0,78,60,1126.85,2,3,3,Top Customer Needed Attention,8
12610.0,23,111,2057.99,3,4,4,Champion,0
12611.0,52,65,1193.32,2,3,3,Top Customer Needed Attention,8
12612.0,58,21,643.59,2,2,2,Customer Needed Attention,8
12613.0,31,163,3218.98,3,4,4,Champion,0
12614.0,278,20,315.6,1,2,2,Lost Customer,1
12615.0,2,105,2291.19,4,4,4,Champion,0
12616.0,85,36,657.25,2,2,3,Top Customer Needed Attention,8
12617.0,29,41,352.98,3,2,2,Loyal Customer,0
12618.0,22,11,177.31,3,1,1,Loyal Customer,0
12619.0,16,95,3214.81,4,3,4,Top Recent Customer,0
12620.0,15,92,1339.41,4,3,3,Top Recent Customer,0
12621.0,2,474,13612.07,4,4,4,Champion,4
12622.0,232,11,180.1,1,1,1,Lost Customer,6
12623.0,276,18,305.1,1,2,2,Lost Customer,1
12624.0,106,38,641.13,2,2,2,Customer Needed Attention,8
12625.0,212,91,2614.32,1,3,4,Top Lost Customer,6
12626.0,23,307,6388.35,3,4,4,Champion,4
12627.0,11,230,4478.53,4,4,4,Champion,0
12628.0,4,43,769.61,4,3,3,Top Recent Customer,0
12630.0,10,64,1270.88,4,3,3,Top Recent Customer,0
12631.0,57,31,640.5,2,2,2,Customer Needed Attention,8
12633.0,59,103,2140.63,2,4,4,Champion,8
12635.0,90,101,1689.18,2,4,4,Champion,8
12637.0,67,386,5934.25,2,4,4,Champion,4
12638.0,33,39,671.69,3,2,3,Top Loyal Customer,0
12639.0,239,22,486.1,1,2,2,Lost Customer,6
12640.0,24,53,1174.58,3,3,3,Top Loyal Customer,0
12641.0,115,10,185.9,2,1,1,Customer Needed Attention,8
12642.0,25,47,1013.26,3,3,3,Top Loyal Customer,0
12643.0,128,24,3344.64,2,2,4,Top Customer Needed Attention,8
12644.0,130,31,477.91,2,2,2,Customer Needed Attention,8
12645.0,34,74,1755.38,3,3,4,Top Loyal Customer,0
12646.0,5,45,1346.97,4,3,3,Top Recent Customer,0
12647.0,22,128,3669.92,3,4,4,Champion,0
12648.0,155,21,318.05,1,2,2,Lost Customer,6
12649.0,107,33,603.71,2,2,2,Customer Needed Attention,8
12650.0,3,20,314.44,4,2,2,Recent Customer,0
12651.0,335,9,114.0,1,1,1,Lost Customer,1
12652.0,322,51,914.53,1,3,3,Top Lost Customer,1
12653.0,149,43,2209.85,1,3,4,Top Lost Customer,6
12654.0,11,38,601.98,4,2,2,Recent Customer,0
12656.0,17,130,3982.72,4,4,4,Champion,0
12657.0,11,56,1152.06,4,3,3,Top Recent Customer,0
12658.0,19,36,686.05,3,2,3,Top Loyal Customer,0
12659.0,30,5,91.68,3,1,1,Loyal Customer,0
12660.0,11,13,245.1,4,1,1,Recent Customer,0
12662.0,1,232,3817.08,4,4,4,Champion,0
12664.0,8,38,4863.88,4,2,4,Top Recent Customer,0
12665.0,325,4,61.75,1,1,1,Lost Customer,1
12666.0,359,2,-227.44,1,1,1,Lost Customer,1
12667.0,58,33,620.13,2,2,2,Customer Needed Attention,8
12668.0,7,168,3743.18,4,4,4,Champion,0
12669.0,151,102,1607.73,1,4,3,Top Lost Customer,6
12670.0,10,94,2986.15,4,3,4,Top Recent Customer,0
12672.0,330,10,225.89999999999998,1,1,1,Lost Customer,1
12673.0,5,42,610.52,4,3,2,Recent Customer,0
12674.0,12,90,1922.26,4,3,4,Top Recent Customer,0
12676.0,25,45,1331.39,3,3,3,Top Loyal Customer,0
12678.0,42,167,17588.26,3,4,4,Champion,4
12679.0,52,56,1058.67,2,3,3,Top Customer Needed Attention,8
12680.0,1,52,862.81,4,3,3,Top Recent Customer,0
12681.0,15,646,13677.59,4,4,4,Champion,4
12682.0,4,524,12279.82,4,4,4,Champion,4
12683.0,4,362,8221.09,4,4,4,Champion,4
12684.0,8,105,2283.63,4,4,4,Champion,0
12685.0,28,157,2863.08,3,4,4,Champion,0
12686.0,372,7,89.14,1,1,1,Lost Customer,1
12688.0,114,171,4873.8099999999995,2,4,4,Champion,8
12689.0,26,72,1247.61,3,3,3,Top Loyal Customer,0
12690.0,206,16,389.01,1,1,2,Lost Customer,6
12691.0,28,32,1035.8,3,2,3,Top Loyal Customer,0
12693.0,121,41,830.96,2,2,3,Top Customer Needed Attention,8
12694.0,70,37,869.67,2,2,3,Top Customer Needed Attention,8
12695.0,7,27,582.1,4,2,2,Recent Customer,0
12697.0,21,43,939.02,3,3,3,Top Loyal Customer,0
12700.0,8,270,4867.99,4,4,4,Champion,4
12701.0,80,53,797.71,2,3,3,Top Customer Needed Attention,8
12702.0,20,12,219.0,3,1,1,Loyal Customer,0
12703.0,64,22,274.7,2,2,1,Customer Needed Attention,8
12704.0,7,90,2220.84,4,3,4,Top Recent Customer,0
12705.0,15,348,6814.24,4,4,4,Champion,4
12707.0,292,33,603.42,1,2,2,Lost Customer,1
12708.0,30,174,2616.32,3,4,4,Champion,0
12709.0,3,256,9264.1,4,4,4,Champion,4
12710.0,97,79,1130.57,2,3,3,Top Customer Needed Attention,8
12712.0,23,142,4241.63,3,4,4,Champion,0
12713.0,1,38,848.55,4,2,3,Top Recent Customer,0
12714.0,9,259,4708.86,4,4,4,Champion,4
12715.0,106,20,343.36,2,2,2,Customer Needed Attention,8
12716.0,4,69,1053.49,4,3,3,Top Recent Customer,0
12717.0,151,56,980.98,1,3,3,Top Lost Customer,6
12718.0,71,19,238.25,2,2,1,Customer Needed Attention,8
12719.0,5,42,608.1,4,3,2,Recent Customer,0
12720.0,3,359,5713.28,4,4,4,Champion,4
12721.0,32,164,2628.98,3,4,4,Champion,0
12722.0,85,57,904.33,2,3,3,Top Customer Needed Attention,8
12723.0,4,69,725.07,4,3,3,Top Recent Customer,0
12724.0,5,53,1031.41,4,3,3,Top Recent Customer,0
12725.0,371,24,427.8,1,2,2,Lost Customer,1
12726.0,28,124,2609.1,3,4,4,Champion,0
12727.0,11,141,3947.7,4,4,4,Champion,0
12728.0,71,46,836.33,2,3,3,Top Customer Needed Attention,8
12729.0,114,26,453.01,2,2,2,Customer Needed Attention,8
12731.0,24,277,18793.41,3,4,4,Champion,4
12732.0,180,12,236.26000000000002,1,1,1,Lost Customer,6
12733.0,234,22,383.95,1,2,2,Lost Customer,6
12734.0,353,4,110.39999999999999,1,1,1,Lost Customer,1
12735.0,315,43,779.5699999999999,1,3,3,Top Lost Customer,1
12736.0,333,4,234.0,1,1,1,Lost Customer,1
12738.0,372,11,155.35,1,1,1,Lost Customer,1
12739.0,78,38,1013.04,2,2,3,Top Customer Needed Attention,8
12740.0,64,27,427.6,2,2,2,Customer Needed Attention,8
12743.0,134,131,540.13,2,4,2,Customer Needed Attention,6
12744.0,52,229,9120.39,2,4,4,Champion,4
12747.0,2,103,4196.01,4,4,4,Champion,0
12748.0,1,4459,28405.56,4,4,4,Champion,2
12749.0,4,231,3868.2,4,4,4,Champion,0
12750.0,129,15,275.88,2,1,1,Customer Needed Attention,8
12752.0,81,53,4366.78,2,3,4,Top Customer Needed Attention,8
12753.0,4,230,21024.01,4,4,4,Champion,4
12754.0,236,65,2949.12,1,3,4,Top Lost Customer,6
12755.0,250,6,2203.2,1,1,4,Top Lost Customer,1
12756.0,87,4,112.07999999999998,2,1,1,Customer Needed Attention,8
12757.0,16,370,4205.25,4,4,4,Champion,4
12758.0,117,97,2791.59,2,3,4,Top Customer Needed Attention,8
12759.0,52,95,1531.44,2,3,3,Top Customer Needed Attention,0
12762.0,8,69,1898.52,4,3,4,Top Recent Customer,0
12763.0,138,18,494.08,2,2,2,Customer Needed Attention,6
12764.0,317,45,1693.88,1,3,4,Top Lost Customer,1
12766.0,4,310,6989.63,4,4,4,Champion,4
12769.0,239,32,1143.6,1,2,3,Top Lost Customer,6
12770.0,211,12,1351.45,1,1,3,Top Lost Customer,6
12772.0,60,55,892.47,2,3,3,Top Customer Needed Attention,8
12775.0,17,67,1351.24,4,3,3,Top Recent Customer,0
12778.0,20,51,804.23,3,3,3,Top Loyal Customer,0
12779.0,21,159,3868.7,3,4,4,Champion,0
12781.0,21,30,707.72,3,2,3,Top Loyal Customer,0
12782.0,5,107,2273.32,4,4,4,Champion,0
12783.0,2,86,1603.87,4,3,3,Top Recent Customer,0
12784.0,9,57,532.8199999999999,4,3,2,Recent Customer,0
12785.0,3,15,305.71,4,1,2,Recent Customer,0
12787.0,10,20,463.66,4,2,2,Recent Customer,0
12789.0,65,4,91.85,2,1,1,Customer Needed Attention,8
12790.0,192,21,324.92,1,2,2,Lost Customer,6
12791.0,374,2,192.60000000000002,1,1,1,Lost Customer,1
12792.0,257,25,400.53999999999996,1,2,2,Lost Customer,1
12793.0,335,24,545.48,1,2,2,Lost Customer,1
12794.0,53,45,860.41,2,3,3,Top Customer Needed Attention,8
12795.0,19,14,430.48,3,1,2,Loyal Customer,0
12797.0,360,17,194.18,1,1,1,Lost Customer,1
12798.0,10,8,6977.04,4,1,4,Top Recent Customer,0
12802.0,184,26,412.58,1,2,2,Lost Customer,6
12808.0,37,28,483.65000000000003,3,2,2,Loyal Customer,0
12809.0,168,26,484.36,1,2,2,Lost Customer,6
12811.0,261,31,514.85,1,2,2,Lost Customer,1
12812.0,45,15,229.64000000000001,3,1,1,Loyal Customer,8
12814.0,102,2,125.92,2,1,1,Customer Needed Attention,8
12815.0,148,47,1063.46,1,3,3,Top Lost Customer,6
12816.0,96,29,572.2,2,2,2,Customer Needed Attention,8
12817.0,281,4,166.04,1,1,1,Lost Customer,1
12818.0,178,16,1517.88,1,1,3,Top Lost Customer,6
12820.0,3,59,942.34,4,3,3,Top Recent Customer,0
12821.0,214,6,92.72,1,1,1,Lost Customer,6
12822.0,71,47,918.98,2,3,3,Top Customer Needed Attention,8
12823.0,75,5,1759.5,2,1,4,Top Customer Needed Attention,8
12824.0,60,25,397.12,2,2,2,Customer Needed Attention,8
12826.0,3,94,1468.1200000000001,4,3,3,Top Recent Customer,0
12827.0,6,25,430.15000000000003,4,2,2,Recent Customer,0
12828.0,3,56,1018.71,4,3,3,Top Recent Customer,0
12829.0,322,12,253.05,1,1,1,Lost Customer,1
12830.0,38,39,6748.4,3,2,4,Top Loyal Customer,0
12831.0,262,9,215.05,1,1,1,Lost Customer,1
12832.0,32,27,383.03,3,2,2,Loyal Customer,0
12833.0,145,24,417.38,1,2,2,Lost Customer,6
12834.0,283,18,312.38,1,2,2,Lost Customer,1
12836.0,59,174,2610.36,2,4,4,Champion,0
12837.0,173,12,134.1,1,1,1,Lost Customer,6
12838.0,34,120,671.95,3,4,3,Top Loyal Customer,0
12839.0,3,316,5583.62,4,4,4,Champion,4
12840.0,144,116,2714.27,1,4,4,Top Lost Customer,6
12841.0,5,433,3845.63,4,4,4,Champion,4
12842.0,70,34,1118.99,2,2,3,Top Customer Needed Attention,8
12843.0,66,108,1680.76,2,4,4,Champion,8
12844.0,29,52,325.96000000000004,3,3,2,Loyal Customer,0
12845.0,267,27,354.09,1,2,2,Lost Customer,1
12847.0,22,84,843.64,3,3,3,Top Loyal Customer,0
12849.0,31,48,1010.29,3,3,3,Top Loyal Customer,0
12851.0,97,47,131.81,2,3,1,Customer Needed Attention,8
12852.0,290,20,299.75,1,2,2,Lost Customer,1
12853.0,108,84,1881.7,2,3,4,Top Customer Needed Attention,8
12854.0,79,114,1280.9,2,4,3,Top Customer Needed Attention,8
12855.0,373,3,38.1,1,1,1,Lost Customer,1
12856.0,8,314,2153.53,4,4,4,Champion,4
12857.0,211,46,1106.4,1,3,3,Top Lost Customer,6
12863.0,52,6,504.2,2,1,2,Customer Needed Attention,8
12864.0,138,3,147.12,2,1,1,Customer Needed Attention,6
12865.0,26,96,1548.07,3,3,3,Top Loyal Customer,0
12866.0,283,26,559.12,1,2,2,Lost Customer,1
12867.0,26,547,3958.74,3,4,4,Champion,4
12868.0,186,107,1607.0600000000002,1,4,3,Top Lost Customer,6
12870.0,366,2,-14.899999999999999,1,1,1,Lost Customer,1
12871.0,84,11,380.64,2,1,2,Customer Needed Attention,8
12872.0,327,66,599.97,1,3,2,Lost Customer,1
12873.0,282,4,374.0,1,1,2,Lost Customer,1
12875.0,143,2,343.2300000000001,2,1,2,Customer Needed Attention,6
12876.0,58,85,2218.02,2,3,4,Top Customer Needed Attention,8
12877.0,4,154,1535.77,4,4,3,Top Recent Customer,0
12878.0,18,49,841.64,3,3,3,Top Loyal Customer,0
12879.0,45,12,552.5699999999999,3,1,2,Loyal Customer,8
12881.0,276,7,298.0,1,1,2,Lost Customer,1
12882.0,9,13,1463.04,4,1,3,Top Recent Customer,0
12883.0,25,42,703.47,3,3,3,Top Loyal Customer,0
12884.0,88,7,309.05,2,1,2,Customer Needed Attention,8
12885.0,63,72,1158.27,2,3,3,Top Customer Needed Attention,8
12886.0,68,86,1351.09,2,3,3,Top Customer Needed Attention,8
12888.0,214,7,313.77,1,1,2,Lost Customer,6
12890.0,24,79,376.71999999999997,3,3,2,Loyal Customer,0
12891.0,186,3,331.0,1,1,2,Lost Customer,6
12893.0,31,31,176.55,3,2,1,Loyal Customer,0
12895.0,42,24,347.3,3,2,2,Loyal Customer,8
12897.0,205,4,216.5,1,1,1,Lost Customer,6
12901.0,9,125,16293.1,4,4,4,Champion,4
12902.0,265,10,138.68,1,1,1,Lost Customer,1
12904.0,18,71,496.06,3,3,2,Loyal Customer,0
12906.0,12,63,2919.81,4,3,4,Top Recent Customer,0
12908.0,59,4,246.0,2,1,1,Customer Needed Attention,8
12909.0,40,96,2128.83,3,3,4,Top Loyal Customer,0
12910.0,23,75,3075.04,3,3,4,Top Loyal Customer,0
12912.0,3,24,1662.3,4,2,4,Top Recent Customer,0
12913.0,5,50,2483.63,4,3,4,Top Recent Customer,0
12915.0,149,22,363.65,1,2,2,Lost Customer,6
12916.0,139,105,2921.15,2,4,4,Champion,6
12917.0,128,2,594.0,2,1,2,Customer Needed Attention,8
12919.0,8,52,1301.44,4,3,3,Top Recent Customer,0
12920.0,17,27,162.78,4,2,1,Recent Customer,0
12921.0,4,741,16389.74,4,4,4,Champion,4
12922.0,161,28,405.38,1,2,2,Lost Customer,6
12923.0,64,28,172.82,2,2,1,Customer Needed Attention,8
12924.0,88,31,929.95,2,2,3,Top Customer Needed Attention,8
12925.0,5,45,694.05,4,3,3,Top Recent Customer,0
12928.0,35,84,2062.7000000000003,3,3,4,Top Loyal Customer,0
12929.0,122,9,105.1,2,1,1,Customer Needed Attention,8
12930.0,78,27,409.9,2,2,2,Customer Needed Attention,8
12931.0,22,102,33462.81,3,4,4,Champion,4
12933.0,24,107,606.28,3,4,2,Loyal Customer,0
12935.0,2,130,2156.45,4,4,4,Champion,0
12936.0,17,63,1012.9,4,3,3,Top Recent Customer,0
12937.0,15,120,1504.27,4,4,3,Top Recent Customer,0
12938.0,26,9,114.14,3,1,1,Loyal Customer,0
12939.0,64,47,11581.8,2,3,4,Top Customer Needed Attention,0
