CustomerID,Recency,Frequency,MonetaryValue,Recency_score,Frequency_score,Monetary_score,rfm_segment,Cluster
12415.0,12,488,68872.815,4,4,4,Champion,5
12416.0,465,11,202.56,1,1,1,Lost Customer,4
12417.0,34,247,4609.39,4,4,4,Champion,0
12418.0,222,68,1352.62,2,3,3,Top Customer Needed Attention,1
12419.0,194,25,503.01,2,2,2,Customer Needed Attention,1
12421.0,128,31,449.01,3,2,2,Loyal Customer,7
12422.0,133,146,3654.63,3,4,4,Champion,7
12423.0,9,131,2129.85,4,4,4,Champion,7
12424.0,231,62,1579.07,2,3,3,Top Customer Needed Attention,1
12425.0,257,55,964.21,1,3,3,Top Lost Customer,1
12426.0,3,77,1345.21,4,3,3,Top Recent Customer,7
12427.0,180,10,303.5,2,1,1,Customer Needed Attention,1
12428.0,51,235,5784.26,3,4,4,Champion,0
12429.0,36,97,4173.49,4,3,4,Top Recent Customer,7
12431.0,9,286,7103.3,4,4,4,Champion,0
12433.0,175,286,7205.39,2,4,4,Champion,0
12434.0,69,36,583.54,3,2,2,Loyal Customer,7
12435.0,76,95,9735.880000000001,3,3,4,Top Loyal Customer,7
12437.0,7,439,9707.08,4,4,4,Champion,0
12439.0,491,71,1142.88,1,3,3,Top Lost Customer,4
12440.0,271,32,850.02,1,2,3,Top Lost Customer,1
12441.0,175,11,173.55,2,1,1,Customer Needed Attention,1
12443.0,541,21,476.13,1,2,2,Lost Customer,4
12445.0,229,20,301.58000000000004,2,2,1,Customer Needed Attention,1
12447.0,52,26,476.49,3,2,2,Loyal Customer,7
12449.0,219,10,768.6,2,1,3,Top Customer Needed Attention,1
12450.0,208,29,490.32,2,2,2,Customer Needed Attention,1
12451.0,27,352,8942.18,4,4,4,Champion,0
12454.0,204,25,10928.98,2,2,4,Top Customer Needed Attention,1
12455.0,104,179,5105.97,3,4,4,Champion,0
12456.0,63,41,927.9300000000001,3,2,3,Top Loyal Customer,7
12457.0,42,48,1678.51,4,3,3,Top Recent Customer,7
12458.0,93,65,1259.77,3,3,3,Top Loyal Customer,7
12459.0,414,23,454.36,1,2,2,Lost Customer,4
12460.0,265,18,326.65,1,1,2,Lost Customer,1
12462.0,112,40,762.11,3,2,3,Top Loyal Customer,7
12463.0,15,38,647.95,4,2,2,Recent Customer,7
12464.0,9,15,544.8499999999999,4,1,2,Recent Customer,7
12466.0,491,1,36.94,1,1,1,Lost Customer,4
12467.0,232,9,132.8,2,1,1,Customer Needed Attention,1
12468.0,125,124,3161.79,3,4,4,Champion,7
12469.0,331,76,3070.54,1,3,4,Top Lost Customer,4
12470.0,498,23,211.95,1,2,1,Lost Customer,4
12471.0,19,855,28487.31,4,4,4,Champion,5
12472.0,76,640,12726.02,3,4,4,Champion,5
12474.0,9,438,7739.73,4,4,4,Champion,0
12475.0,218,25,426.26,2,2,2,Customer Needed Attention,1
12476.0,27,366,9712.59,4,4,4,Champion,0
12477.0,48,373,11633.6,3,4,4,Champion,0
12480.0,76,165,3770.4900000000002,3,4,4,Champion,7
12481.0,13,291,9420.68,4,4,4,Champion,0
12482.0,385,204,21473.29,1,4,4,Top Lost Customer,4
12483.0,14,91,3554.84,4,3,4,Top Recent Customer,7
12484.0,145,226,2965.45,3,4,4,Champion,0
12485.0,338,34,708.1,1,2,2,Lost Customer,4
12486.0,240,49,1028.1,2,3,3,Top Customer Needed Attention,1
12487.0,539,2,285.29999999999995,1,1,1,Lost Customer,4
12489.0,145,15,334.93,3,1,2,Loyal Customer,1
12490.0,23,277,5587.37,4,4,4,Champion,0
12492.0,212,22,452.0,2,2,2,Customer Needed Attention,1
12493.0,6,12,232.5,4,1,1,Recent Customer,7
12494.0,5,72,1284.81,4,3,3,Top Recent Customer,7
12495.0,449,17,351.28,1,1,2,Lost Customer,4
12496.0,429,10,45.34,1,1,1,Lost Customer,4
12497.0,209,43,5102.04,2,2,4,Top Customer Needed Attention,1
12499.0,369,27,393.72,1,2,2,Lost Customer,4
12500.0,75,103,2907.59,3,3,4,Top Loyal Customer,7
12501.0,145,149,2169.39,3,4,4,Champion,1
12502.0,26,77,1842.65,4,3,3,Top Recent Customer,7
12503.0,393,2,546.54,1,1,2,Lost Customer,4
12504.0,226,11,297.0,2,1,1,Customer Needed Attention,1
12505.0,217,42,955.2,2,2,3,Top Customer Needed Attention,1
12506.0,41,23,73.5,4,2,1,Recent Customer,7
12507.0,107,41,985.41,3,2,3,Top Loyal Customer,7
12509.0,93,7,176.5,3,1,1,Loyal Customer,7
12510.0,134,141,3539.39,3,4,4,Champion,7
12511.0,237,190,3084.02,2,4,4,Champion,1
12514.0,76,84,1597.76,3,3,3,Top Loyal Customer,7
12515.0,162,16,383.7,3,1,2,Loyal Customer,1
12516.0,239,48,1336.56,2,3,3,Top Customer Needed Attention,1
12519.0,285,22,385.7,1,2,2,Lost Customer,1
12520.0,13,102,1697.56,4,3,3,Top Recent Customer,7
12523.0,61,175,3062.77,3,4,4,Champion,7
12524.0,13,200,9445.395,4,4,4,Champion,0
12525.0,307,60,973.73,1,3,3,Top Lost Customer,1
12527.0,103,29,671.72,3,2,2,Loyal Customer,7
12528.0,85,44,771.66,3,2,3,Top Loyal Customer,7
12529.0,337,21,316.48,1,2,2,Lost Customer,4
12530.0,42,119,2901.98,4,4,4,Champion,7
12531.0,495,110,1807.98,1,3,3,Top Lost Customer,4
12533.0,436,72,1367.89,1,3,3,Top Lost Customer,4
12537.0,217,43,723.76,2,2,2,Customer Needed Attention,1
12538.0,187,13,276.5,2,1,1,Customer Needed Attention,1
12539.0,71,461,10164.09,3,4,4,Champion,0
12540.0,1,478,14998.78,4,4,4,Champion,5
12541.0,89,17,312.4,3,1,2,Loyal Customer,7
12542.0,293,39,481.88,1,2,2,Lost Customer,1
12543.0,257,43,980.25,1,2,3,Top Lost Customer,1
12545.0,68,34,628.15,3,2,2,Loyal Customer,7
12547.0,6,21,383.58,4,2,2,Recent Customer,7
12549.0,384,49,1575.68,1,3,3,Top Lost Customer,4
12551.0,166,10,168.0,2,1,1,Customer Needed Attention,1
12553.0,13,144,2651.09,4,4,4,Champion,7
12554.0,257,26,468.5,1,2,2,Lost Customer,1
12555.0,491,1,36.94,1,1,1,Lost Customer,4
12557.0,65,34,10678.43,3,2,4,Top Loyal Customer,7
12559.0,119,21,561.71,3,2,2,Loyal Customer,7
12561.0,111,16,238.85,3,1,1,Loyal Customer,7
12562.0,7,60,1630.14,4,3,3,Top Recent Customer,7
12563.0,217,13,249.24,2,1,1,Customer Needed Attention,1
12564.0,70,21,456.9,3,2,2,Loyal Customer,7
12565.0,97,9,145.92,3,1,1,Loyal Customer,7
12567.0,10,291,6226.4800000000005,4,4,4,Champion,0
12568.0,453,5,70.0,1,1,1,Lost Customer,4
12569.0,27,43,1164.32,4,2,3,Top Recent Customer,7
12570.0,491,1,36.94,1,1,1,Lost Customer,4
12573.0,36,119,717.41,4,4,2,Recent Customer,7
12574.0,124,11,218.45,3,1,1,Loyal Customer,7
12575.0,266,38,622.8199999999999,1,2,2,Lost Customer,1
12576.0,27,84,1242.42,4,3,3,Top Recent Customer,7
12577.0,168,219,1186.3899999999999,2,4,3,Top Customer Needed Attention,1
12578.0,139,128,3456.6,3,4,4,Champion,7
12580.0,55,58,1052.9,3,3,3,Top Loyal Customer,7
12582.0,47,103,1968.16,3,3,4,Top Loyal Customer,7
12583.0,9,294,9352.59,4,4,4,Champion,0
12584.0,89,18,463.63,3,1,2,Loyal Customer,7
12585.0,43,87,2040.1,4,3,4,Top Recent Customer,7
12586.0,183,83,1865.73,2,3,3,Top Customer Needed Attention,1
12588.0,208,36,728.58,2,2,2,Customer Needed Attention,1
12589.0,230,145,3030.17,2,4,4,Champion,1
12590.0,20,68,9195.225,4,3,4,Top Recent Customer,7
12591.0,126,68,1338.95,3,3,3,Top Loyal Customer,7
12592.0,22,72,1698.78,4,3,3,Top Recent Customer,7
12593.0,27,11,236.0,4,1,1,Recent Customer,7
12594.0,1,151,3516.88,4,4,4,Champion,7
12595.0,313,19,299.02,1,2,1,Lost Customer,1
12596.0,51,15,269.95,3,1,1,Loyal Customer,7
12597.0,77,30,516.15,3,2,2,Loyal Customer,7
12598.0,29,121,2796.75,4,4,4,Champion,7
12599.0,17,100,1728.0,4,3,3,Top Recent Customer,7
12600.0,13,97,3684.34,4,3,4,Top Recent Customer,7
12601.0,13,30,610.15,4,2,2,Recent Customer,7
12604.0,70,10,178.5,3,1,1,Loyal Customer,7
12605.0,185,76,1232.95,2,3,3,Top Customer Needed Attention,1
12606.0,491,1,21.0,1,1,1,Lost Customer,4
12608.0,213,16,415.79,2,1,2,Customer Needed Attention,1
12609.0,127,131,2596.94,3,4,4,Champion,7
12613.0,6,247,4935.51,4,4,4,Champion,0
12614.0,86,20,315.6,3,2,2,Loyal Customer,7
12615.0,222,165,3449.79,2,4,4,Champion,1
12616.0,106,33,673.4,3,2,2,Loyal Customer,7
12619.0,43,22,771.8,4,2,3,Top Recent Customer,7
12620.0,13,33,561.66,4,2,2,Recent Customer,7
12621.0,9,514,17758.35,4,4,4,Champion,5
12622.0,41,11,180.1,4,1,1,Recent Customer,7
12623.0,85,174,3747.84,3,4,4,Champion,7
12625.0,20,183,5164.88,4,4,4,Champion,0
12626.0,125,59,1274.1,3,3,3,Top Loyal Customer,7
12629.0,194,45,1530.68,2,2,3,Top Customer Needed Attention,1
12631.0,265,152,2841.07,1,4,4,Top Lost Customer,1
12632.0,329,35,804.88,1,2,3,Top Lost Customer,4
12633.0,5,277,5243.73,4,4,4,Champion,0
12634.0,344,20,396.94,1,2,2,Lost Customer,4
12635.0,201,78,1241.23,2,3,3,Top Customer Needed Attention,1
12636.0,547,1,36.94,1,1,1,Lost Customer,4
12637.0,48,377,4668.06,3,4,4,Champion,0
12638.0,448,9,243.68,1,1,1,Lost Customer,4
12639.0,47,64,1294.01,3,3,3,Top Loyal Customer,7
12643.0,29,38,5870.665,4,2,4,Top Recent Customer,7
12644.0,239,80,1440.58,2,3,3,Top Customer Needed Attention,1
12645.0,28,123,2563.02,4,4,4,Champion,7
12647.0,8,471,15281.98,4,4,4,Champion,5
12648.0,246,44,793.95,1,2,3,Top Lost Customer,1
12649.0,21,104,2046.1399999999999,4,3,4,Top Recent Customer,7
12651.0,143,30,377.75,3,2,2,Loyal Customer,1
12652.0,140,51,1017.03,3,3,3,Top Loyal Customer,1
12653.0,105,59,2730.08,3,3,4,Top Loyal Customer,7
12654.0,6,22,337.75,4,2,2,Recent Customer,7
12655.0,232,16,261.35,2,1,1,Customer Needed Attention,1
12656.0,12,153,4016.26,4,4,4,Champion,7
12661.0,245,11,162.0,1,1,1,Lost Customer,1
12662.0,48,238,4221.16,3,4,4,Champion,0
12663.0,433,10,239.4,1,1,1,Lost Customer,4
12664.0,41,17,2470.32,4,1,4,Top Recent Customer,7
12665.0,133,17,313.6,3,1,2,Loyal Customer,7
12666.0,203,31,1248.42,2,2,3,Top Customer Needed Attention,1
12668.0,68,498,10392.29,3,4,4,Champion,0
12669.0,57,70,1173.24,3,3,3,Top Loyal Customer,7
12670.0,8,58,1790.6299999999999,4,3,3,Top Recent Customer,7
12671.0,415,45,2622.481,1,2,4,Top Lost Customer,4
12672.0,138,22,437.05,3,2,2,Loyal Customer,1
12673.0,135,55,840.4,3,3,3,Top Loyal Customer,7
12674.0,16,17,586.74,4,1,2,Recent Customer,7
12675.0,362,112,957.25,1,3,3,Top Lost Customer,4
12676.0,69,81,2197.68,3,3,4,Top Loyal Customer,7
12677.0,364,21,395.1,1,2,2,Lost Customer,4
12678.0,58,265,20116.26,3,4,4,Champion,0
12679.0,14,44,906.38,4,2,3,Top Recent Customer,7
12681.0,7,1165,24092.15,4,4,4,Champion,5
12682.0,1,699,15947.69,4,4,4,Champion,5
12683.0,20,312,7574.7,4,4,4,Champion,0
12684.0,6,44,917.1,4,2,3,Top Recent Customer,7
12686.0,180,7,89.14,2,1,1,Customer Needed Attention,1
12687.0,289,126,1895.85,1,4,3,Top Lost Customer,1
12690.0,14,16,389.01,4,1,2,Recent Customer,7
12691.0,127,22,540.8,3,2,2,Loyal Customer,7
12692.0,446,13,110.95,1,1,1,Lost Customer,4
12693.0,20,72,1477.88,4,3,3,Top Recent Customer,7
12694.0,230,46,973.68,2,3,3,Top Customer Needed Attention,1
12695.0,19,38,905.26,4,2,3,Top Recent Customer,7
12696.0,243,49,842.73,2,3,3,Top Customer Needed Attention,1
12698.0,399,16,339.75,1,1,2,Lost Customer,4
12699.0,226,41,638.11,2,2,2,Customer Needed Attention,1
12700.0,24,62,1092.43,4,3,3,Top Recent Customer,7
12701.0,51,115,1985.78,3,4,4,Champion,7
12703.0,442,53,722.98,1,3,2,Lost Customer,4
12705.0,10,411,8057.91,4,4,4,Champion,0
12707.0,100,33,603.42,3,2,2,Loyal Customer,7
12708.0,9,221,3742.92,4,4,4,Champion,0
12709.0,26,339,24256.41,4,4,4,Champion,5
12710.0,10,44,718.96,4,2,2,Recent Customer,7
12711.0,420,60,1339.05,1,3,3,Top Lost Customer,4
12712.0,9,205,4594.38,4,4,4,Champion,0
12714.0,15,535,11146.77,4,4,4,Champion,5
12717.0,54,47,845.48,3,3,3,Top Loyal Customer,7
12720.0,1,280,4347.32,4,4,4,Champion,0
12721.0,55,144,2464.77,3,4,4,Champion,7
12724.0,141,87,1441.01,3,3,3,Top Loyal Customer,1
12725.0,180,106,2083.7,2,3,4,Top Customer Needed Attention,1
12726.0,23,105,2516.78,4,3,4,Top Recent Customer,7
12727.0,90,154,3706.15,3,4,4,Champion,7
12728.0,66,48,851.15,3,3,3,Top Loyal Customer,7
12730.0,330,47,829.25,1,3,3,Top Lost Customer,4
12731.0,21,244,15109.89,4,4,4,Champion,0
12733.0,43,157,2424.87,4,4,4,Champion,7
12734.0,161,19,639.65,3,2,2,Loyal Customer,1
12735.0,124,43,779.5699999999999,3,2,3,Top Loyal Customer,7
12736.0,141,4,234.0,3,1,1,Loyal Customer,1
12737.0,307,2,73.88,1,1,1,Lost Customer,1
12738.0,181,11,155.35,2,1,1,Customer Needed Attention,1
12739.0,194,51,1462.58,2,3,3,Top Customer Needed Attention,1
12741.0,338,16,273.01,1,1,1,Lost Customer,4
12742.0,434,67,1201.52,1,3,3,Top Lost Customer,4
12744.0,57,227,8107.34,3,4,4,Champion,0
12745.0,295,23,760.79,1,2,3,Top Lost Customer,1
12746.0,349,17,254.55,1,1,1,Lost Customer,4
12747.0,7,201,6793.87,4,4,4,Champion,0
12748.0,1,3492,27012.12,4,4,4,Champion,2
12749.0,22,182,3665.58,4,4,4,Champion,0
12751.0,253,62,268.27,1,3,1,Lost Customer,1
12753.0,57,129,12940.51,3,4,4,Champion,0
12754.0,44,63,2118.98,4,3,4,Top Recent Customer,7
12755.0,89,63,2254.035,3,3,4,Top Loyal Customer,7
12757.0,9,80,750.59,4,3,3,Top Recent Customer,7
12758.0,85,272,8681.84,3,4,4,Champion,0
12759.0,84,234,3934.1,3,4,4,Champion,0
12760.0,264,21,347.8,1,2,2,Lost Customer,1
12761.0,266,27,782.95,1,2,3,Top Lost Customer,1
12763.0,178,16,320.08,2,1,2,Customer Needed Attention,1
12764.0,125,45,1693.88,3,2,3,Top Loyal Customer,7
12765.0,281,68,1404.58,1,3,3,Top Lost Customer,1
12766.0,49,279,5945.07,3,4,4,Champion,0
12767.0,184,43,949.82,2,2,3,Top Customer Needed Attention,1
12768.0,259,10,168.69000000000003,1,1,1,Lost Customer,1
12769.0,47,32,1143.6,3,2,3,Top Loyal Customer,7
12770.0,19,28,3246.45,4,2,4,Top Recent Customer,7
12771.0,294,15,282.3,1,1,1,Lost Customer,1
12773.0,373,6,124.25,1,1,1,Lost Customer,4
12774.0,344,6,98.7,1,1,1,Lost Customer,4
12775.0,12,52,1044.96,4,3,3,Top Recent Customer,7
12776.0,476,4,55.5,1,1,1,Lost Customer,4
12777.0,266,26,519.45,1,2,2,Lost Customer,1
12778.0,68,90,1361.51,3,3,3,Top Loyal Customer,7
12779.0,7,223,5467.16,4,4,4,Champion,0
12780.0,407,20,337.4,1,2,2,Lost Customer,4
12781.0,93,15,549.26,3,1,2,Loyal Customer,7
12782.0,62,192,3850.27,3,4,4,Champion,0
12784.0,338,72,1230.33,1,3,3,Top Lost Customer,4
12785.0,173,56,1100.4,2,3,3,Top Customer Needed Attention,1
12786.0,418,18,728.5,1,1,2,Lost Customer,4
12787.0,1,32,556.62,4,2,2,Recent Customer,7
12788.0,272,26,444.9,1,2,2,Lost Customer,1
12789.0,321,4,181.5,1,1,1,Lost Customer,4
12790.0,1,37,591.85,4,2,2,Recent Customer,7
12791.0,182,28,768.77,2,2,3,Top Customer Needed Attention,1
12792.0,65,47,827.01,3,3,3,Top Loyal Customer,7
12793.0,143,44,885.53,3,2,3,Top Loyal Customer,1
12796.0,437,7,381.0,1,1,2,Lost Customer,4
12797.0,174,30,552.08,2,2,2,Customer Needed Attention,1
12798.0,230,25,1460.115,2,2,3,Top Customer Needed Attention,1
12799.0,338,15,219.35,1,1,1,Lost Customer,4
12800.0,279,34,584.25,1,2,2,Lost Customer,1
12801.0,309,50,1050.5,1,3,3,Top Lost Customer,1
12802.0,251,113,1988.84,1,4,4,Top Lost Customer,1
12803.0,202,55,1092.81,2,3,3,Top Customer Needed Attention,1
12804.0,274,66,325.37,1,3,2,Lost Customer,1
12805.0,190,58,1434.95,2,3,3,Top Customer Needed Attention,1
12806.0,244,67,2434.27,2,3,4,Top Customer Needed Attention,1
12807.0,192,16,324.23,2,1,2,Customer Needed Attention,1
12808.0,177,26,422.45,2,2,2,Customer Needed Attention,1
12809.0,374,56,1183.97,1,3,3,Top Lost Customer,4
12810.0,343,32,534.99,1,2,2,Lost Customer,4
12811.0,69,56,1033.9,3,3,3,Top Loyal Customer,7
12813.0,310,45,1687.8,1,2,3,Top Lost Customer,1
12815.0,7,31,606.18,4,2,2,Recent Customer,7
12817.0,90,25,681.8,3,2,2,Loyal Customer,7
12818.0,70,14,1514.54,3,1,3,Top Loyal Customer,7
12819.0,267,19,540.52,1,2,2,Lost Customer,1
12820.0,135,112,1917.64,3,3,4,Top Loyal Customer,7
12821.0,23,13,220.8,4,1,1,Recent Customer,7
12823.0,63,16,5736.5,3,1,4,Top Loyal Customer,7
12825.0,330,24,518.63,1,2,2,Lost Customer,4
12826.0,125,115,2023.13,3,4,4,Champion,7
12829.0,145,19,379.28,3,2,2,Loyal Customer,1
12831.0,71,22,451.11,3,2,2,Loyal Customer,7
12834.0,91,18,312.38,3,1,2,Loyal Customer,7
12835.0,236,615,5996.83,2,4,4,Champion,5
12836.0,28,338,5610.77,4,4,4,Champion,0
12837.0,378,76,528.5600000000001,1,3,2,Lost Customer,4
12838.0,182,295,2694.75,2,4,4,Champion,0
12839.0,7,320,5467.57,4,4,4,Champion,0
12840.0,23,137,2893.17,4,4,4,Champion,7
12841.0,31,439,4906.35,4,4,4,Champion,0
12842.0,117,28,1081.67,3,2,3,Top Loyal Customer,7
12843.0,22,164,5443.11,4,4,4,Champion,0
12844.0,251,51,322.64,1,3,2,Lost Customer,1
12845.0,76,27,354.09,3,2,2,Loyal Customer,7
12846.0,491,1,15.58,1,1,1,Lost Customer,4
12847.0,196,35,765.36,2,2,3,Top Customer Needed Attention,1
12848.0,484,16,208.0,1,1,1,Lost Customer,4
12849.0,77,130,2701.0299999999997,3,4,4,Champion,7
12850.0,254,2,330.0,1,1,2,Lost Customer,1
12851.0,286,30,148.95,1,2,1,Lost Customer,1
12852.0,103,17,311.55,3,1,2,Loyal Customer,7
12853.0,48,112,2835.4,3,3,4,Top Loyal Customer,7
12854.0,50,228,2465.09,3,4,4,Champion,0
12855.0,181,67,484.78000000000003,2,3,2,Customer Needed Attention,1
12857.0,19,121,3688.0,4,4,4,Champion,7
12858.0,192,37,147.27,2,2,1,Customer Needed Attention,1
12859.0,267,21,575.1,1,2,2,Lost Customer,1
12860.0,502,16,54.22,1,1,1,Lost Customer,4
12861.0,428,4,68.25,1,1,1,Lost Customer,4
12862.0,234,131,984.62,2,4,3,Top Customer Needed Attention,1
12863.0,188,43,2271.35,2,2,4,Top Customer Needed Attention,1
12864.0,317,4,152.45,1,1,1,Lost Customer,1
12865.0,187,100,1755.24,2,3,3,Top Customer Needed Attention,1
12866.0,92,63,1227.35,3,3,3,Top Loyal Customer,7
12867.0,23,779,5549.31,4,4,4,Champion,5
12868.0,27,120,1795.7,4,4,3,Top Recent Customer,7
12869.0,490,37,337.66999999999996,1,2,2,Lost Customer,4
12870.0,184,93,1588.89,2,3,3,Top Customer Needed Attention,1
12871.0,16,11,495.38,4,1,2,Recent Customer,7
12872.0,135,394,3283.96,3,4,4,Champion,0
12873.0,91,35,2027.3,3,2,4,Top Loyal Customer,7
12874.0,194,48,948.42,2,3,3,Top Customer Needed Attention,1
12875.0,171,7,838.66,2,1,3,Top Customer Needed Attention,1
12876.0,5,119,2590.2000000000003,4,4,4,Champion,7
12877.0,9,155,2088.41,4,4,4,Champion,7
12878.0,45,47,854.99,3,3,3,Top Loyal Customer,7
12880.0,190,36,640.13,2,2,2,Customer Needed Attention,1
12881.0,84,7,139.94,3,1,1,Loyal Customer,7
12886.0,28,47,775.0,4,3,3,Top Recent Customer,7
12887.0,192,13,222.4,2,1,1,Customer Needed Attention,1
12888.0,23,5,354.12,4,1,2,Recent Customer,7
12889.0,190,25,385.46000000000004,2,2,2,Customer Needed Attention,1
12890.0,196,56,329.3,2,3,2,Customer Needed Attention,1
12891.0,29,10,564.08,4,1,2,Recent Customer,7
12892.0,205,18,263.38,2,1,1,Customer Needed Attention,1
12894.0,384,21,157.35,1,2,1,Lost Customer,4
12897.0,13,14,514.25,4,1,2,Recent Customer,7
12898.0,272,27,296.21000000000004,1,2,1,Lost Customer,1
12899.0,222,17,366.4,2,1,2,Customer Needed Attention,1
12900.0,231,13,340.33,2,1,2,Customer Needed Attention,1
12901.0,9,48,5511.3099999999995,4,3,4,Top Recent Customer,7
12902.0,73,10,138.68,3,1,1,Loyal Customer,7
12903.0,237,41,833.53,2,2,3,Top Customer Needed Attention,1
12905.0,385,54,1018.42,1,3,3,Top Lost Customer,4
12907.0,204,25,508.91,2,2,2,Customer Needed Attention,1
12908.0,121,4,713.44,3,1,2,Loyal Customer,7
12909.0,10,132,2108.71,4,4,4,Champion,7
12910.0,6,92,3863.98,4,3,4,Top Recent Customer,7
12911.0,360,236,1648.71,1,4,3,Top Lost Customer,4
12913.0,91,57,4666.0,3,3,4,Top Loyal Customer,7
12914.0,209,9,223.98,2,1,1,Customer Needed Attention,1
12915.0,181,51,811.1,2,3,3,Top Customer Needed Attention,1
12916.0,10,146,3786.36,4,4,4,Champion,7
12917.0,209,48,3765.2,2,3,4,Top Customer Needed Attention,1
12918.0,435,1,36.94,1,1,1,Lost Customer,4
12920.0,380,32,323.86,1,2,2,Lost Customer,4
12921.0,21,1052,24160.59,4,4,4,Champion,5
12923.0,199,32,597.6,2,2,2,Customer Needed Attention,1
12924.0,7,59,2190.9700000000003,4,3,4,Top Recent Customer,7
12925.0,401,5,35.28,1,1,1,Lost Customer,4
12926.0,220,262,1523.97,2,4,3,Top Customer Needed Attention,1
12927.0,203,11,197.31,2,1,1,Customer Needed Attention,1
12928.0,50,133,3022.23,3,4,4,Champion,7
12929.0,120,8,117.85,3,1,1,Loyal Customer,7
12931.0,12,150,42871.42,4,4,4,Champion,5
12932.0,348,95,1698.56,1,3,3,Top Lost Customer,4
12933.0,92,191,1139.85,3,4,3,Top Loyal Customer,7
12934.0,545,2,138.64,1,1,1,Lost Customer,4
12935.0,12,178,2949.39,4,4,4,Champion,0
12937.0,6,125,2021.57,4,4,4,Champion,7
12939.0,82,65,20477.37,3,3,4,Top Loyal Customer,0
12941.0,533,27,377.49,1,2,2,Lost Customer,4
12942.0,6,24,396.52000000000004,4,2,2,Recent Customer,7
12943.0,367,25,496.5,1,2,2,Lost Customer,4
12944.0,163,14,286.95,2,1,1,Customer Needed Attention,1
12945.0,97,51,900.11,3,3,3,Top Loyal Customer,7
12946.0,245,20,324.45,1,2,2,Lost Customer,1
